Powder,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
Leaving Las Vegas,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Othello,=>,"[{'id': 18, 'name': 'Drama'}]"
Now and Then,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
Persuasion,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The City of Lost Children,=>,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]"
Shanghai Triad,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
Dangerous Minds,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
Twelve Monkeys,=>,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
Wings of Courage,=>,"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}]"
Babe,=>,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Carrington,=>,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Dead Man Walking,=>,"[{'id': 18, 'name': 'Drama'}]"
Across the Sea of Time,=>,"[{'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
It Takes Two,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
Clueless,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"Cry, the Beloved Country",=>,"[{'id': 18, 'name': 'Drama'}]"
Richard III,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
Dead Presidents,=>,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
Restoration,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Mortal Kombat,=>,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]"
To Die For,=>,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]"
How To Make An American Quilt,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Se7en,=>,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Pocahontas,=>,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
When Night Is Falling,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Usual Suspects,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
Guardian Angel,=>,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
Mighty Aphrodite,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Lamerica,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
The Big Green,=>,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Georgia,=>,"[{'id': 18, 'name': 'Drama'}]"
Kids of the Round Table,=>,[]
Home for the Holidays,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Postman,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Confessional,=>,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
The Indian in the Cupboard,=>,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
Eye for an Eye,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Mr. Holland's Opus,=>,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,=>,"[{'id': 35, 'name': 'Comedy'}]"
Two If by Sea,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Bio-Dome,=>,"[{'id': 35, 'name': 'Comedy'}]"
Lawnmower Man 2: Beyond Cyberspace,=>,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]"
Two Bits,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
French Twist,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Friday,=>,"[{'id': 35, 'name': 'Comedy'}]"
From Dusk Till Dawn,=>,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
Fair Game,=>,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]"
Kicking and Screaming,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Les Miserables,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
Bed of Roses,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Big Bully,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Screamers,=>,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
Nico Icon,=>,"[{'id': 99, 'name': 'Documentary'}]"
The Crossing Guard,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
The Juror,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
The White Balloon,=>,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]"
Things to Do in Denver When You're Dead,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
Antonia's Line,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Once Upon a Time... When We Were Colored,=>,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
Last Summer in the Hamptons,=>,[]
Angels and Insects,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
White Squall,=>,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
Dunston Checks In,=>,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Black Sheep,=>,"[{'id': 35, 'name': 'Comedy'}]"
Nick of Time,=>,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
The Journey of August King,=>,"[{'id': 18, 'name': 'Drama'}]"
Mary Reilly,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]"
Vampire in Brooklyn,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]"
Beautiful Girls,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Broken Arrow,=>,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
A Midwinter's Tale,=>,"[{'id': 35, 'name': 'Comedy'}]"
La Haine,=>,"[{'id': 18, 'name': 'Drama'}]"
Shopping,=>,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
Heidi Fleiss: Hollywood Madam,=>,"[{'id': 99, 'name': 'Documentary'}]"
City Hall,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Bottle Rocket,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Mr. Wrong,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Unforgettable,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
Happy Gilmore,=>,"[{'id': 35, 'name': 'Comedy'}]"
The Bridges of Madison County,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Nobody Loves Me,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Muppet Treasure Island,=>,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]"
Catwalk,=>,"[{'id': 99, 'name': 'Documentary'}]"
Headless Body in Topless Bar,=>,"[{'id': 80, 'name': 'Crime'}]"
Braveheart,=>,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
Taxi Driver,=>,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Rumble in the Bronx,=>,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]"
Before and After,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Margaret's Museum,=>,"[{'id': 18, 'name': 'Drama'}]"
Happiness Is in the Field,=>,"[{'id': 35, 'name': 'Comedy'}]"
Anne Frank Remembered,=>,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
The Young Poisoner's Handbook,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
If Lucy Fell,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Steal Big Steal Little,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Race the Sun,=>,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
The Boys of St. Vincent,=>,"[{'id': 18, 'name': 'Drama'}]"
Boomerang,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Chungking Express,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
The Star Maker,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Flirting with Disaster,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
The Neverending Story III: Escape from Fantasia,=>,"[{'id': 14, 'name': 'Fantasy'}]"
The Silences of the Palace,=>,"[{'id': 18, 'name': 'Drama'}]"
Jupiter's Wife,=>,[]
Pie in the Sky,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Angela,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Frankie Starlight,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]"
Jade,=>,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]"
Nueba Yol,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Sonic Outlaws,=>,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]"
Down Periscope,=>,"[{'id': 35, 'name': 'Comedy'}]"
From the Journals of Jean Seberg,=>,"[{'id': 99, 'name': 'Documentary'}]"
Man of the Year,=>,"[{'id': 35, 'name': 'Comedy'}]"
The Neon Bible,=>,"[{'id': 18, 'name': 'Drama'}]"
Target,=>,[]
Up Close & Personal,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Birdcage,=>,"[{'id': 35, 'name': 'Comedy'}]"
Virgin Mary,=>,"[{'id': 18, 'name': 'Drama'}]"
The Brothers McMullen,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Bad Boys,=>,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
The Amazing Panda Adventure,=>,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
The Basketball Diaries,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
An Awfully Big Adventure,=>,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Amateur,=>,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Apollo 13,=>,"[{'id': 18, 'name': 'Drama'}]"
Rob Roy,=>,"[{'id': 12, 'name': 'Adventure'}]"
The Addiction,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]"
Batman Forever,=>,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]"
Belle de Jour,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Beyond Rangoon,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Blue in the Face,=>,"[{'id': 35, 'name': 'Comedy'}]"
Canadian Bacon,=>,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
Casper,=>,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Clockers,=>,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Congo,=>,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
Crimson Tide,=>,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
Crumb,=>,"[{'id': 99, 'name': 'Documentary'}]"
Desperado,=>,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
Devil in a Blue Dress,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Die Hard: With a Vengeance,=>,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
The Doom Generation,=>,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Feast of July,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
First Knight,=>,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Free Willy 2 - The Adventure Home,=>,"[{'id': 12, 'name': 'Adventure'}]"
Hackers,=>,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
Jeffrey,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Johnny Mnemonic,=>,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
Judge Dredd,=>,"[{'id': 878, 'name': 'Science Fiction'}]"
Jury Duty,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Kids,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
Living in Oblivion,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Lord of Illusions,=>,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
Love & Human Remains,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Mad Love,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
Mallrats,=>,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
Mighty Morphin Power Rangers: The Movie,=>,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
Moonlight and Valentino,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Mute Witness,=>,"[{'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]"
Nadja,=>,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
The Net,=>,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]"
Nine Months,=>,"[{'id': 35, 'name': 'Comedy'}]"
Party Girl,=>,"[{'id': 35, 'name': 'Comedy'}]"
The Prophecy,=>,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
Reckless,=>,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Safe,=>,"[{'id': 18, 'name': 'Drama'}]"
The Scarlet Letter,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
The Show,=>,"[{'id': 99, 'name': 'Documentary'}]"
Showgirls,=>,"[{'id': 18, 'name': 'Drama'}]"
Smoke,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Something to Talk About,=>,"[{'id': 35, 'name': 'Comedy'}]"
Species,=>,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]"
The Stars Fell on Henrietta,=>,"[{'id': 18, 'name': 'Drama'}]"
Strange Days,=>,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
The Umbrellas of Cherbourg,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Tie That Binds,=>,"[{'id': 53, 'name': 'Thriller'}]"
Three Wishes,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
Total Eclipse,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"To Wong Foo, Thanks for Everything! Julie Newmar",=>,"[{'id': 35, 'name': 'Comedy'}]"
Under Siege 2: Dark Territory,=>,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
Unstrung Heroes,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
Unzipped,=>,"[{'id': 99, 'name': 'Documentary'}]"
A Walk in the Clouds,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Waterworld,=>,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]"
White Man's Burden,=>,"[{'id': 18, 'name': 'Drama'}]"
Wild Bill,=>,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]"
The Browning Version,=>,"[{'id': 18, 'name': 'Drama'}]"
Bushwhacked,=>,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]"
Burnt by the Sun,=>,"[{'id': 18, 'name': 'Drama'}]"
Before the Rain,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
Before Sunrise,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Billy Madison,=>,"[{'id': 35, 'name': 'Comedy'}]"
The Babysitter,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Boys on the Side,=>,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
The Cure,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
Castle Freak,=>,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"
Circle of Friends,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
Clerks,=>,"[{'id': 35, 'name': 'Comedy'}]"
Don Juan DeMarco,=>,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Disclosure,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]"
Dream Man,=>,"[{'id': 53, 'name': 'Thriller'}]"
Drop Zone,=>,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]"
Destiny Turns on the Radio,=>,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]"
Death and the Maiden,=>,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
Dolores Claiborne,=>,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
Dumb and Dumber,=>,"[{'id': 35, 'name': 'Comedy'}]"
